cve_entidad,entidad,cve_plantel,plantel,genero,nombre_empresa,carrera,sueldo_mensual_expresado_mnx,periodo
14,Jalisco,3142810,Ajijic-Chapala,M,WALMART CHAPALA,Mantenimiento de Sistemas Electrónicos,"$6,001 - 8,000",Agosto 2024 (mensual)
14,Jalisco,3142810,Ajijic-Chapala,F,HOTEL MEMORA,Mantenimiento de Sistemas Electrónicos,"$6,001 - 8,000",Agosto 2024 (mensual)
14,Jalisco,3142810,Ajijic-Chapala,M,BODEGA AURRERA,Informática,"$6,001 - 8,000",Agosto 2024 (mensual)
14,Jalisco,3142810,Ajijic-Chapala,F,WALMART CHAPALA,Informática,"$6,001 - 8,000",Agosto 2024 (mensual)
14,Jalisco,3142810,Ajijic-Chapala,M,HOTEL MEMORA,Mantenimiento de Sistemas Electrónicos,"$6,001 - 8,000",Agosto 2024 (mensual)
14,Jalisco,3142810,Ajijic-Chapala,F,COUNTRY CLUB,Mantenimiento de Sistemas Electrónicos,"$6,001 - 8,000",Agosto 2024 (mensual)
14,Jalisco,3142810,Ajijic-Chapala,F,CINE+LAGO,Informática,"$4,001 - 6,000",Agosto 2024 (mensual)
14,Jalisco,3142810,Ajijic-Chapala,F,CINE+LAGO,Informática,"$4,001 - 6,000",Agosto 2024 (mensual)
14,Jalisco,3142810,Ajijic-Chapala,M,COUNTRY CLUB,Mantenimiento de Sistemas Electrónicos,"$6,001 - 8,000",Septiembre 2024 (mensual)
14,Jalisco,3142810,Ajijic-Chapala,M,CINE+LAGO,Informática,"$4,001 - 6,000",Septiembre 2024 (mensual)
14,Jalisco,3140740,Arandas,F,CONAFE,Informática,"$4,001 - 6,000",Julio 2024 (mensual)
14,Jalisco,3140740,Arandas,M,Súper Farmacia La Guadalupana,Asistente Directivo,"$1,000 - 2,000",Julio 2024 (mensual)
14,Jalisco,3140740,Arandas,F,Frutería Camarena,Asistente Directivo,"$4,001 - 6,000",Julio 2024 (mensual)
14,Jalisco,3140740,Arandas,F,ANDREA JOYERIA,Asistente Directivo,"$4,001 - 6,000",Julio 2024 (mensual)
14,Jalisco,3140740,Arandas,F,Mini Súper López y Deposito,Asistente Directivo,"$4,001 - 6,000",Julio 2024 (mensual)
14,Jalisco,3140740,Arandas,F,Papelería Claudia,Asistente Directivo,"$1,000 - 2,000",Julio 2024 (mensual)
14,Jalisco,3140740,Arandas,F,Cazuelas Meche,Asistente Directivo,"$1,000 - 2,000",Julio 2024 (mensual)
14,Jalisco,3140740,Arandas,F,Despacho Contable de Patricia Alfaro,Asistente Directivo,"$2,001 - 4,000",Julio 2024 (mensual)
14,Jalisco,3140740,Arandas,F,Dulcería de los Altos,Asistente Directivo,"$4,001 - 6,000",Julio 2024 (mensual)
14,Jalisco,3140740,Arandas,F,Tacos Martin,Asistente Directivo,"$1,000 - 2,000",Julio 2024 (mensual)
14,Jalisco,3140740,Arandas,M,Big Auto,Asistente Directivo,"$2,001 - 4,000",Julio 2024 (mensual)
14,Jalisco,3140740,Arandas,F,DANNY BOUTIQUE,Asistente Directivo,"$1,000 - 2,000",Julio 2024 (mensual)
14,Jalisco,3140740,Arandas,F,Aborrates LILI,Asistente Directivo,"$4,001 - 6,000",Julio 2024 (mensual)
14,Jalisco,3140740,Arandas,F,Oficina de Alejandro Galindo,Asistente Directivo,"$4,001 - 6,000",Julio 2024 (mensual)
14,Jalisco,3140740,Arandas,F,Tienda de Abarrotes Sigi,Asistente Directivo,"$2,001 - 4,000",Julio 2024 (mensual)
14,Jalisco,3140740,Arandas,F,Papelería papmix,Asistente Directivo,"$1,000 - 2,000",Julio 2024 (mensual)
14,Jalisco,3140740,Arandas,F,Materiales Arriaga,Asistente Directivo,"$1,000 - 2,000",Julio 2024 (mensual)
14,Jalisco,3140740,Arandas,F,TRAVEL EXPERIENCE,Asistente Directivo,"$4,001 - 6,000",Julio 2024 (mensual)
14,Jalisco,3140740,Arandas,F,EL VIEJON,Asistente Directivo,"$6,001 - 8,000",Julio 2024 (mensual)
14,Jalisco,3140740,Arandas,F,Rincón de Bariloche,Asistente Directivo,"$2,001 - 4,000",Julio 2024 (mensual)
14,Jalisco,3140740,Arandas,F,Antiox Vode,Asistente Directivo,"$4,001 - 6,000",Julio 2024 (mensual)
14,Jalisco,3140740,Arandas,F,Botanas Don Chepe,Asistente Directivo,"$2,001 - 4,000",Julio 2024 (mensual)
14,Jalisco,3140740,Arandas,F,Cerebros y Carnitas Jaimes,Asistente Directivo,"$6,001 - 8,000",Julio 2024 (mensual)
14,Jalisco,3140740,Arandas,F,Kennedy,Asistente Directivo,"$2,001 - 4,000",Julio 2024 (mensual)
14,Jalisco,3140740,Arandas,F,Casa del campesino,Asistente Directivo,"$4,001 - 6,000",Julio 2024 (mensual)
14,Jalisco,3140740,Arandas,F,Productos Lácteos Ramírez Alvizo S.A de C.V,Asistente Directivo,"$1,000 - 2,000",Julio 2024 (mensual)
14,Jalisco,3140740,Arandas,F,Multihogar,Asistente Directivo,"$4,001 - 6,000",Julio 2024 (mensual)
14,Jalisco,3140740,Arandas,F,Grupo Ancón,Asistente Directivo,"$1,000 - 2,000",Julio 2024 (mensual)
14,Jalisco,3140740,Arandas,F,invernadero,Asistente Directivo,"$1,000 - 2,000",Julio 2024 (mensual)
14,Jalisco,3140740,Arandas,F,Papelería Eli,Asistente Directivo,"$2,001 - 4,000",Julio 2024 (mensual)
14,Jalisco,3140740,Arandas,M,Arrieros Company,Asistente Directivo,"$10,001 - 15,000",Julio 2024 (mensual)
14,Jalisco,3140740,Arandas,F,Zapatería,Asistente Directivo,"$2,001 - 4,000",Julio 2024 (mensual)
14,Jalisco,3140740,Arandas,M,Big Auto,Asistente Directivo,"$1,000 - 2,000",Julio 2024 (mensual)
14,Jalisco,3140740,Arandas,F,Motopartes Danes,Asistente Directivo,"$1,000 - 2,000",Julio 2024 (mensual)
14,Jalisco,3140740,Arandas,M,El reparo,Asistente Directivo,"$2,001 - 4,000",Julio 2024 (mensual)
14,Jalisco,3140740,Arandas,F,Industrial Pecuaria de los Altos,Asistente Directivo,"$6,001 - 8,000",Julio 2024 (mensual)
14,Jalisco,3140740,Arandas,F,Es informal,Asistente Directivo,"$2,001 - 4,000",Julio 2024 (mensual)
14,Jalisco,3140740,Arandas,F,Restaurante Santos,Asistente Directivo,"$8,001 - 10,000",Julio 2024 (mensual)
14,Jalisco,3140740,Arandas,F,saldos,Asistente Directivo,"$6,001 - 8,000",Julio 2024 (mensual)
14,Jalisco,3140740,Arandas,M,Taqueria Pitin,Asistente Directivo,"$4,001 - 6,000",Julio 2024 (mensual)
14,Jalisco,3140740,Arandas,F,DESPACHO CONTABLE MAGAÑA Y ASOCIADOS,Asistente Directivo,"$1,000 - 2,000",Julio 2024 (mensual)
14,Jalisco,3140740,Arandas,F,METERIAS PRIMAS DEL CENTRO,Asistente Directivo,"$2,001 - 4,000",Julio 2024 (mensual)
14,Jalisco,3140740,Arandas,F,La ciclopista,Asistente Directivo,"$2,001 - 4,000",Julio 2024 (mensual)
14,Jalisco,3140740,Arandas,F,Dos Margaritas,Asistente Directivo,"$4,001 - 6,000",Julio 2024 (mensual)
14,Jalisco,3140740,Arandas,M,Negocio familiar,Asistente Directivo,"$10,001 - 15,000",Julio 2024 (mensual)
14,Jalisco,3140740,Arandas,F,Mini Súper Lupita,Asistente Directivo,"$1,000 - 2,000",Julio 2024 (mensual)
14,Jalisco,3140740,Arandas,F,MOMOTECH,Asistente Directivo,"$4,001 - 6,000",Julio 2024 (mensual)
14,Jalisco,3140740,Arandas,F,Carmina Lencería,Asistente Directivo,"$2,001 - 4,000",Julio 2024 (mensual)
14,Jalisco,3140740,Arandas,F,CUP cafetería,Asistente Directivo,"$2,001 - 4,000",Julio 2024 (mensual)
14,Jalisco,3140740,Arandas,F,Farmacia san Rafael,Asistente Directivo,"$1,000 - 2,000",Julio 2024 (mensual)
14,Jalisco,3140740,Arandas,F,Restaurant el mitote,Asistente Directivo,"$2,001 - 4,000",Julio 2024 (mensual)
14,Jalisco,3140740,Arandas,M,Arjaa,Asistente Directivo,"$6,001 - 8,000",Julio 2024 (mensual)
14,Jalisco,3140740,Arandas,M,Taquería Enrique,Asistente Directivo,"$6,001 - 8,000",Julio 2024 (mensual)
14,Jalisco,3140740,Arandas,F,Materias primas,Informática,"$2,001 - 4,000",Julio 2024 (mensual)
14,Jalisco,3140740,Arandas,M,MC Designers,Informática,"$1,000 - 2,000",Julio 2024 (mensual)
14,Jalisco,3140740,Arandas,M,Mordaga_Drinks,Informática,"$4,001 - 6,000",Julio 2024 (mensual)
14,Jalisco,3140740,Arandas,M,Arbolito,Informática,"$4,001 - 6,000",Julio 2024 (mensual)
14,Jalisco,3140740,Arandas,M,"Tienda de Abarrotes """"López""""",Informática,"$2,001 - 4,000",Julio 2024 (mensual)
14,Jalisco,3140740,Arandas,F,Cremi,Informática,"$2,001 - 4,000",Julio 2024 (mensual)
14,Jalisco,3140740,Arandas,M,Empresa Familiar Agavera,Informática,"$4,001 - 6,000",Julio 2024 (mensual)
14,Jalisco,3140740,Arandas,M,HD WATER,Informática,"$1,000 - 2,000",Julio 2024 (mensual)
14,Jalisco,3140740,Arandas,M,frutería,Informática,"$1,000 - 2,000",Julio 2024 (mensual)
14,Jalisco,3140740,Arandas,M,Cremería Hernández,Informática,"$6,001 - 8,000",Julio 2024 (mensual)
14,Jalisco,3140740,Arandas,F,no tiene,Informática,"$1,000 - 2,000",Julio 2024 (mensual)
14,Jalisco,3140740,Arandas,M,Bolsas De Los Altos,Informática,"$2,001 - 4,000",Julio 2024 (mensual)
14,Jalisco,3140740,Arandas,M,Restaurante del parque,Informática,"$2,001 - 4,000",Julio 2024 (mensual)
14,Jalisco,3140740,Arandas,M,Farmacia Díaz,Informática,"$1,000 - 2,000",Julio 2024 (mensual)
14,Jalisco,3140740,Arandas,F,CONAFE,Informática,"$2,001 - 4,000",Julio 2024 (mensual)
14,Jalisco,3140740,Arandas,F,Farmaexpress,Informática,"$2,001 - 4,000",Julio 2024 (mensual)
14,Jalisco,3140740,Arandas,M,salas alondra,Informática,"$4,001 - 6,000",Julio 2024 (mensual)
14,Jalisco,3140740,Arandas,F,Farmacias Similares León,Informática,"$2,001 - 4,000",Julio 2024 (mensual)
14,Jalisco,3140740,Arandas,M,Sabelli,Informática,"$4,001 - 6,000",Julio 2024 (mensual)
14,Jalisco,3140740,Arandas,M,Tianguis,Informática,"$2,001 - 4,000",Julio 2024 (mensual)
14,Jalisco,3140740,Arandas,M,Mc designers,Informática,"$1,000 - 2,000",Julio 2024 (mensual)
14,Jalisco,3140740,Arandas,M,tortillería san pedro,Informática,"$4,001 - 6,000",Julio 2024 (mensual)
14,Jalisco,3140740,Arandas,M,Tuberías Plásticas De Arandas SA de Sv,Informática,"$10,001 - 15,000",Julio 2024 (mensual)
14,Jalisco,3140740,Arandas,M,El Reparo,Informática,"$8,001 - 10,000",Julio 2024 (mensual)
14,Jalisco,3140740,Arandas,M,PANADERIA ARTURO HERNANDEZ,Informática,"$1,000 - 2,000",Julio 2024 (mensual)
14,Jalisco,3140740,Arandas,M,Boceto de café,Informática,"$4,001 - 6,000",Julio 2024 (mensual)
14,Jalisco,3140740,Arandas,F,boceto de café,Informática,"$4,001 - 6,000",Julio 2024 (mensual)
14,Jalisco,3140740,Arandas,M,Majega,Informática,"$1,000 - 2,000",Julio 2024 (mensual)
14,Jalisco,3140740,Arandas,M,Fábrica de velas Jesús María y José,Informática,"$2,001 - 4,000",Julio 2024 (mensual)
14,Jalisco,3140740,Arandas,F,Tianguis,Informática,"$2,001 - 4,000",Julio 2024 (mensual)
14,Jalisco,3140740,Arandas,M,Carnicería los gorditos,Informática,"$4,001 - 6,000",Julio 2024 (mensual)
14,Jalisco,3140740,Arandas,M,Auto baños,Informática,"$1,000 - 2,000",Julio 2024 (mensual)
14,Jalisco,3140740,Arandas,F,Súper Saldos,Informática,"$4,001 - 6,000",Julio 2024 (mensual)
14,Jalisco,3140740,Arandas,F,Party time,Informática,"$1,000 - 2,000",Julio 2024 (mensual)
14,Jalisco,3140740,Arandas,M,Fabrica Campo Azul,Informática,"$1,000 - 2,000",Julio 2024 (mensual)
14,Jalisco,3140740,Arandas,M,boing,Informática,"$1,000 - 2,000",Julio 2024 (mensual)
14,Jalisco,3140740,Arandas,M,Taller Mecánico El Burro,Informática,"$1,000 - 2,000",Julio 2024 (mensual)
14,Jalisco,3140740,Arandas,F,Amorio,Informática,"$1,000 - 2,000",Julio 2024 (mensual)
14,Jalisco,3140740,Arandas,M,Automotriz VKL,Informática,"$2,001 - 4,000",Julio 2024 (mensual)
14,Jalisco,3140740,Arandas,M,La casa del colchón,Informática,"$2,001 - 4,000",Julio 2024 (mensual)
14,Jalisco,3140740,Arandas,M,MC Designers,Informática,"$4,001 - 6,000",Julio 2024 (mensual)
14,Jalisco,3140740,Arandas,F,CLINICA MATERNO INFANTIL Y ESPECIALIDADES DR. HUMBERTO GONZALEZ H.,Informática,"$6,001 - 8,000",Julio 2024 (mensual)
14,Jalisco,3140740,Arandas,M,Ferretería Juan Pablo II,Informática,"$2,001 - 4,000",Julio 2024 (mensual)
14,Jalisco,3140740,Arandas,M,CAN-AM,Informática,"$4,001 - 6,000",Julio 2024 (mensual)
14,Jalisco,3140740,Arandas,M,"Escuela Primaria """"Manuel López Cotilla""""",Informática,"$2,001 - 4,000",Julio 2024 (mensual)
14,Jalisco,3140740,Arandas,F,Carril El Palomino,Informática,"$4,001 - 6,000",Julio 2024 (mensual)
14,Jalisco,3140740,Arandas,M,No tiene nombre,Informática,"$1,000 - 2,000",Julio 2024 (mensual)
14,Jalisco,3140740,Arandas,M,Tokio y contriciones Jorge,Informática,"$6,001 - 8,000",Julio 2024 (mensual)
14,Jalisco,3140740,Arandas,M,tapicería miguel,Informática,"$4,001 - 6,000",Julio 2024 (mensual)
14,Jalisco,3140740,Arandas,F,pollo santos,Informática,"$8,001 - 10,000",Julio 2024 (mensual)
14,Jalisco,3140740,Arandas,M,Taquería la Guadalupana,Informática,"$2,001 - 4,000",Julio 2024 (mensual)
14,Jalisco,3140740,Arandas,M,Tortillería Hidalgo,Informática,"$1,000 - 2,000",Julio 2024 (mensual)
14,Jalisco,3140740,Arandas,M,tequila 8,Informática,"$4,001 - 6,000",Julio 2024 (mensual)
14,Jalisco,3140740,Arandas,F,EL RIO,Informática,"$1,000 - 2,000",Julio 2024 (mensual)
14,Jalisco,3140740,Arandas,F,taquería Chente,Informática,"$1,000 - 2,000",Julio 2024 (mensual)
14,Jalisco,3140740,Arandas,F,Restaurante los robles,Informática,"$4,001 - 6,000",Julio 2024 (mensual)
14,Jalisco,3140740,Arandas,M,Grupo Castellano,Informática,"$2,001 - 4,000",Julio 2024 (mensual)
14,Jalisco,3140740,Arandas,F,Mr Fish,Informática,"$2,001 - 4,000",Julio 2024 (mensual)
14,Jalisco,3140740,Arandas,F,Casa Hogar San Francisco de Asís,Asistente Directivo,"$4,001 - 6,000",Julio 2024 (mensual)
14,Jalisco,3140760,Guadalajara I,M,RHINOS CONST,Construcción,"$10,001 - 15,000",Julio 2024 (mensual)
14,Jalisco,3140760,Guadalajara I,M,TALLER MECANICO,Construcción,"$6,001 - 8,000",Julio 2024 (mensual)
14,Jalisco,3140760,Guadalajara I,M,TALLER MECANICO,Construcción,"$10,001 - 15,000",Julio 2024 (mensual)
14,Jalisco,3140760,Guadalajara I,M,CONCREMEX,Construcción,"$6,001 - 8,000",Julio 2024 (mensual)
14,Jalisco,3140760,Guadalajara I,F,CONCREMEZ,Construcción,"$6,001 - 8,000",Julio 2024 (mensual)
14,Jalisco,3140760,Guadalajara I,M,TALLER TORCA,Construcción,"$4,001 - 6,000",Julio 2024 (mensual)
14,Jalisco,3140760,Guadalajara I,M,CFE,Construcción,"$10,001 - 15,000",Julio 2024 (mensual)
14,Jalisco,3140760,Guadalajara I,F,LEFARMA,Construcción,"$8,001 - 10,000",Julio 2024 (mensual)
14,Jalisco,3140760,Guadalajara I,M,SOLUCIONES CORPORATIVO,Construcción,"$6,001 - 8,000",Julio 2024 (mensual)
14,Jalisco,3140760,Guadalajara I,M,ABARROTERA RAYGE,Construcción,"$10,001 - 15,000",Julio 2024 (mensual)
14,Jalisco,3140760,Guadalajara I,F,EREA SERVICIOS,Construcción,"$8,001 - 10,000",Julio 2024 (mensual)
14,Jalisco,3140760,Guadalajara I,M,CONCREMEX,Construcción,"$6,001 - 8,000",Julio 2024 (mensual)
14,Jalisco,3140760,Guadalajara I,F,EREA SERVICIOS,Construcción,"$8,001 - 10,000",Julio 2024 (mensual)
14,Jalisco,3140760,Guadalajara I,F,LABORATORIO MILER,Construcción,"$6,001 - 8,000",Julio 2024 (mensual)
14,Jalisco,3140760,Guadalajara I,M,ABARROTERA,Construcción,"$6,001 - 8,000",Julio 2024 (mensual)
14,Jalisco,3140760,Guadalajara I,F,RESTAURANTE,Contabilidad,"$6,001 - 8,000",Julio 2024 (mensual)
14,Jalisco,3140760,Guadalajara I,M,SIDERURGICA,Contabilidad,"$4,001 - 6,000",Julio 2024 (mensual)
14,Jalisco,3140760,Guadalajara I,F,CONCREMEX,Contabilidad,"$6,001 - 8,000",Julio 2024 (mensual)
14,Jalisco,3140760,Guadalajara I,F,TALLER MECANICO,Contabilidad,"$8,001 - 10,000",Julio 2024 (mensual)
14,Jalisco,3140760,Guadalajara I,F,DIMOSA,Contabilidad,"$6,001 - 8,000",Julio 2024 (mensual)
14,Jalisco,3140760,Guadalajara I,F,LABORATORIOS IASA,Contabilidad,"$4,001 - 6,000",Julio 2024 (mensual)
14,Jalisco,3140760,Guadalajara I,F,DESPACHO CONTABLE,Contabilidad,"$8,001 - 10,000",Julio 2024 (mensual)
14,Jalisco,3140760,Guadalajara I,F,LABORATORIOS IASA,Contabilidad,"$6,001 - 8,000",Julio 2024 (mensual)
14,Jalisco,3140760,Guadalajara I,F,LORSA,Contabilidad,"$6,001 - 8,000",Julio 2024 (mensual)
14,Jalisco,3140760,Guadalajara I,F,DESPACHO CONTABLE,Contabilidad,"$6,001 - 8,000",Julio 2024 (mensual)
14,Jalisco,3140760,Guadalajara I,M,LORSA,Contabilidad,"$6,001 - 8,000",Julio 2024 (mensual)
14,Jalisco,3140760,Guadalajara I,F,SUPERLIMPIEZ TAPATIAS,Contabilidad,"$6,001 - 8,000",Julio 2024 (mensual)
14,Jalisco,3140760,Guadalajara I,F,PERFUMERIA,Contabilidad,"$6,001 - 8,000",Julio 2024 (mensual)
14,Jalisco,3140760,Guadalajara I,M,DIMOSA,Contabilidad,"$6,001 - 8,000",Julio 2024 (mensual)
14,Jalisco,3140760,Guadalajara I,F,LORSA,Contabilidad,"$6,001 - 8,000",Julio 2024 (mensual)
14,Jalisco,3140760,Guadalajara I,F,CAFETERIA,Contabilidad,"$4,001 - 6,000",Julio 2024 (mensual)
14,Jalisco,3140760,Guadalajara I,M,FLORERIA,Contabilidad,"$6,001 - 8,000",Julio 2024 (mensual)
14,Jalisco,3140760,Guadalajara I,F,HEMOECO,Contabilidad,"$4,001 - 6,000",Julio 2024 (mensual)
14,Jalisco,3140760,Guadalajara I,F,RAGAZZA,Contabilidad,"$8,001 - 10,000",Julio 2024 (mensual)
14,Jalisco,3140760,Guadalajara I,F,RESTAURANTE,Contabilidad,"$6,001 - 8,000",Julio 2024 (mensual)
14,Jalisco,3140760,Guadalajara I,F,ZAPATERIA,Contabilidad,"$4,001 - 6,000",Julio 2024 (mensual)
14,Jalisco,3140760,Guadalajara I,M,ORION INDUSTRIAL,Contabilidad,"$6,001 - 8,000",Julio 2024 (mensual)
14,Jalisco,3140760,Guadalajara I,F,VITAINMOBILIARIA,Contabilidad,"$6,001 - 8,000",Julio 2024 (mensual)
14,Jalisco,3140760,Guadalajara I,M,INDUSTRIAS WEBB,Electromecánica Industrial,"$6,001 - 8,000",Julio 2024 (mensual)
14,Jalisco,3140760,Guadalajara I,M,CARPINTERIA,Electromecánica Industrial,"$6,001 - 8,000",Julio 2024 (mensual)
14,Jalisco,3140760,Guadalajara I,M,INDUSTRIAS WEBB,Electromecánica Industrial,"$6,001 - 8,000",Julio 2024 (mensual)
14,Jalisco,3140760,Guadalajara I,M,HERRERIA,Electromecánica Industrial,"$6,001 - 8,000",Julio 2024 (mensual)
14,Jalisco,3140760,Guadalajara I,M,WET,Electromecánica Industrial,"$6,001 - 8,000",Julio 2024 (mensual)
14,Jalisco,3140760,Guadalajara I,M,WET,Electromecánica Industrial,"$6,001 - 8,000",Julio 2024 (mensual)
14,Jalisco,3140760,Guadalajara I,M,VCR,Electromecánica Industrial,"$6,001 - 8,000",Julio 2024 (mensual)
14,Jalisco,3140760,Guadalajara I,M,TALLER MECANICO,Electromecánica Industrial,"$4,001 - 6,000",Julio 2024 (mensual)
14,Jalisco,3140760,Guadalajara I,M,TALLER MECANICO,Electromecánica Industrial,"$4,001 - 6,000",Julio 2024 (mensual)
14,Jalisco,3140760,Guadalajara I,M,NISAN,Electromecánica Industrial,"$6,001 - 8,000",Julio 2024 (mensual)
14,Jalisco,3140760,Guadalajara I,M,DIMOSA,Electromecánica Industrial,"$6,001 - 8,000",Julio 2024 (mensual)
14,Jalisco,3140760,Guadalajara I,M,HERRERIA,Electromecánica Industrial,"$4,001 - 6,000",Julio 2024 (mensual)
14,Jalisco,3140760,Guadalajara I,M,EMPACADORA DE HIELO,Electromecánica Industrial,"$8,001 - 10,000",Julio 2024 (mensual)
14,Jalisco,3140760,Guadalajara I,F,DIMOSA,Electromecánica Industrial,"$6,001 - 8,000",Julio 2024 (mensual)
14,Jalisco,3140760,Guadalajara I,M,SABORMEX,Electromecánica Industrial,"$8,001 - 10,000",Julio 2024 (mensual)
14,Jalisco,3140760,Guadalajara I,M,CAPRICAPSA,Electromecánica Industrial,"$6,001 - 8,000",Julio 2024 (mensual)
14,Jalisco,3140760,Guadalajara I,M,MBS,Electromecánica Industrial,"$8,001 - 10,000",Julio 2024 (mensual)
14,Jalisco,3140760,Guadalajara I,M,DIMOSA,Electromecánica Industrial,"$6,001 - 8,000",Julio 2024 (mensual)
14,Jalisco,3140760,Guadalajara I,M,PURIFICADORA,Electromecánica Industrial,"$6,001 - 8,000",Julio 2024 (mensual)
14,Jalisco,3140760,Guadalajara I,M,TALLER MECANICO,Electromecánica Industrial,"$6,001 - 8,000",Julio 2024 (mensual)
14,Jalisco,3140760,Guadalajara I,M,KUMIMOTORS,Electromecánica Industrial,"$8,001 - 10,000",Julio 2024 (mensual)
14,Jalisco,3140760,Guadalajara I,F,RESTAURANTE,Electromecánica Industrial,"$6,001 - 8,000",Julio 2024 (mensual)
14,Jalisco,3140760,Guadalajara I,M,DIMOSA,Electromecánica Industrial,"$6,001 - 8,000",Julio 2024 (mensual)
14,Jalisco,3140760,Guadalajara I,M,TALLER  MECANICO,Electromecánica Industrial,"$6,001 - 8,000",Julio 2024 (mensual)
14,Jalisco,3140760,Guadalajara I,M,INDUSTRIAS WEBB,Electromecánica Industrial,"$6,001 - 8,000",Noviembre 2024 (Mensual)
14,Jalisco,3140760,Guadalajara I,M,INDUSTRIAS WEBB,Electromecánica Industrial,"$6,001 - 8,000",Noviembre 2024 (Mensual)
14,Jalisco,3140760,Guadalajara I,M,DIMOSA,Electromecánica Industrial,"$4,001 - 6,000",Noviembre 2024 (Mensual)
14,Jalisco,3140760,Guadalajara I,M,DIMOSA,Electromecánica Industrial,"$6,001 - 8,000",Noviembre 2024 (Mensual)
14,Jalisco,3140760,Guadalajara I,M,INDUSTRIAS WEBB,Electromecánica Industrial,"$6,001 - 8,000",Noviembre 2024 (Mensual)
14,Jalisco,3140760,Guadalajara I,M,INDUSTRIAS WEBB,Electromecánica Industrial,"$6,001 - 8,000",Noviembre 2024 (Mensual)
14,Jalisco,3140760,Guadalajara I,M,DIMOSA,Electromecánica Industrial,"$6,001 - 8,000",Noviembre 2024 (Mensual)
14,Jalisco,3140760,Guadalajara I,M,INDUSTRIAS WEBB,Electromecánica Industrial,"$6,001 - 8,000",Noviembre 2024 (Mensual)
14,Jalisco,3140760,Guadalajara I,M,INDUSTRIAS WEBB,Electromecánica Industrial,"$6,001 - 8,000",Noviembre 2024 (Mensual)
14,Jalisco,3140760,Guadalajara I,M,DIMOSA,Electromecánica Industrial,"$6,001 - 8,000",Noviembre 2024 (Mensual)
14,Jalisco,3140760,Guadalajara I,M,DIMOSA,Electromecánica Industrial,"$6,001 - 8,000",Noviembre 2024 (Mensual)
14,Jalisco,3140760,Guadalajara I,M,MBS,Electromecánica Industrial,"$6,001 - 8,000",Noviembre 2024 (Mensual)
14,Jalisco,3140760,Guadalajara I,M,MBS,Electricidad Industrial,"$6,001 - 8,000",Noviembre 2024 (Mensual)
14,Jalisco,3140710,Guadalajara II,M,NETLINE S.A. DE C.V.,Informática,"$6,001 - 8,000",Enero 2024 (Mensual)
14,Jalisco,3140710,Guadalajara II,F,DESPACHO ZARATE,Contabilidad,"$2,001 - 4,000",Enero 2024 (Mensual)
14,Jalisco,3140710,Guadalajara II,M,DOLEX S.A DE C.V.,Informática,"$6,001 - 8,000",Enero 2024 (Mensual)
14,Jalisco,3140710,Guadalajara II,M,Pollo Choncho,Contabilidad,"$2,001 - 4,000",Septiembre 2024 (mensual)
14,Jalisco,3140710,Guadalajara II,F,Paletería La Michoacana,Informática,"$2,001 - 4,000",Septiembre 2024 (mensual)
14,Jalisco,3140710,Guadalajara II,M,Trefen Taberna Vikina,Asistente Directivo,"$4,001 - 6,000",Septiembre 2024 (mensual)
14,Jalisco,3140710,Guadalajara II,M,FerreteLuxe,Informática,"$6,001 - 8,000",Septiembre 2024 (mensual)
14,Jalisco,3140710,Guadalajara II,M,Keysolution System,Informática,"$2,001 - 4,000",Septiembre 2024 (mensual)
14,Jalisco,3140710,Guadalajara II,M,Carbonato de Calcio Sol S.A. de C.V.,Contabilidad,"$6,001 - 8,000",Septiembre 2024 (mensual)
14,Jalisco,3140710,Guadalajara II,F,Papelería,Asistente Directivo,"$2,001 - 4,000",Septiembre 2024 (mensual)
14,Jalisco,3140710,Guadalajara II,M,B.BOX,Informática,"$6,001 - 8,000",Noviembre 2024 (Mensual)
14,Jalisco,3140710,Guadalajara II,M,PROMAG,Informática,"$6,001 - 8,000",Noviembre 2024 (Mensual)
14,Jalisco,3140710,Guadalajara II,M,GALVANIZADORA DE OCCIDENTE,Informática,"$6,001 - 8,000",Noviembre 2024 (Mensual)
14,Jalisco,3140710,Guadalajara II,F,ASOCIASCION DE CONSTRUCTORES DE OBRAS ELECTRICAS DE OCCIDENTE,Asistente Directivo,"$4,001 - 6,000",Noviembre 2024 (Mensual)
14,Jalisco,3140710,Guadalajara II,F,ASOCIASCION DE CONSTRUCTORES DE OBRAS ELECTRICAS DE OCCIDENTE,Asistente Directivo,"$4,001 - 6,000",Noviembre 2024 (Mensual)
14,Jalisco,3140710,Guadalajara II,M,PACKLIFE,Contabilidad,"$2,001 - 4,000",Noviembre 2024 (Mensual)
14,Jalisco,3140710,Guadalajara II,M,JOINET,Informática,"$6,001 - 8,000",Noviembre 2024 (Mensual)
14,Jalisco,3140710,Guadalajara II,F,MARISCOS 7 MARES,Informática,"$4,001 - 6,000",Noviembre 2024 (Mensual)
14,Jalisco,3140710,Guadalajara II,M,LIVERPOOL,Contabilidad,"$2,001 - 4,000",Noviembre 2024 (Mensual)
14,Jalisco,3140710,Guadalajara II,F,TRANSPORTE DE CARGAS TRAVEL,Informática,"$2,001 - 4,000",Noviembre 2024 (Mensual)
14,Jalisco,3140710,Guadalajara II,M,SYSCOM,Asistente Directivo,"$2,001 - 4,000",Diciembre 2024 (Mensual)
14,Jalisco,3140710,Guadalajara II,M,TECH NOVENTA DOSCIENTOS DIEZ,Informática,"$4,001 - 6,000",Diciembre 2024 (Mensual)
