_id,cve_entidad,entidad,cve_municipio,municipio,cve_localidad,localidad,institucion,nombre_institucion,escuela,nombre_escuela,cv_control,control,cv_subcontrol,c_subcontrol,domicilio,modalidad,escuelas_tec_esc,alumnos_tec_esc,tec_hom_esc,tec_muj_esc,ni_tec_total_esc,ni_tec_hom_esc,ni_tec_muj_esc,egre_tec_total_esc,egre_tec_hom_esc,egre_tec_muj_esc,titu_tec_total_esc,titu_tec_hom_esc,titu_tec_muj_esc,doc_tec_total_esc,doc_tec_hombres_esc,doc_tec_mujeres_esc,esc_lic_esc,alumnos_lic_esc,lic_hom_esc,lic_muj_esc,ni_lic_total_esc,ni_lic_hom_esc,ni_lic_muj_esc,egre_lic_total_esc,egre_lic_hom_esc,egre_lic_muj_esc,titu_lic_total_esc,titu_lic_hom_esc,titu_lic_muj_esc,doc_lic_total_esc,doc_lic_hombres_esc,doc_lic_mujeres_esc,esc_normal_esc,alumnos_lic_esc_normal,normal_hom_esc,normal_muj_esc,ni_normal_total_esc,ni_normal_hom_esc,ni_normal_muj_esc,egre_normal_total_esc,egre_normal_hom_esc,egre_normal_muj_esc,titu_normal_total_esc,titu_normal_hom_esc,titu_normal_muj_esc,doc_normal_total_esc,doc_normal_hombres_esc,doc_normal_mujeres_esc,esc_pos_esc,alum_pos_esc,pos_hombres_esc,pos_mujeres_esc,ni_pos_totales_esc,ni_pos_hombres_esc,ni_pos_mujeres_esc,egre_pos_total_esc,egre_pos_hombres_esc,egre_pos_mujeres_esc,titu_pos_total_esc,titu_pos_hombres_esc,titu_pos_mujeres_esc,doc_pos_total_esc,doc_pos_hombres_esc,doc_pos_mujeres_esc,fn_domicilio,entidad_etq
888,7,CHIAPAS,19,COMITÁN DE DOMÍNGUEZ,1,COMITÁN DE DOMÍNGUEZ,07MSU0090R,UNIVERSIDAD DEL SURESTE,07PSU0075W,UNIVERSIDAD DEL SURESTE,2,PRIVADO,1,PRIVADO,CALLE CARRETERA LIBRE COMITAN-TZIMOL KILOMETRO 57 0,ESCOLARIZADA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,199,104,95,199,104,95,53,21,32,0,0,0,39,20,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Chiapas
889,7,CHIAPAS,89,TAPACHULA,1,TAPACHULA DE CÓRDOVA Y ORDÓÑEZ,07MSU0090R,UNIVERSIDAD DEL SURESTE,07PSU0149X,UNIVERSIDAD DEL SURESTE PLANTEL TAPACHULA,2,PRIVADO,1,PRIVADO,CALLE CARRETERA ESTATAL LIBRE 225 TRAMO TAPACHULA PUERTO MADERO KILOMETRO 12+400 0,ESCOLARIZADA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,65,30,35,65,30,35,3,1,2,0,0,0,15,8,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Chiapas
890,7,CHIAPAS,34,FRONTERA COMALAPA,1,FRONTERA COMALAPA,07MSU0090R,UNIVERSIDAD DEL SURESTE,07PSU0150M,UNIVERSIDAD DEL SURESTE PLANTEL FRONTERA COMALAPA,2,PRIVADO,1,PRIVADO,CALLE CARRETERA ESTATAL LIBRE 211 TRAMO FEDERAL COMALAPA MOTOZINTLA KILOMETRO 1.25 0,ESCOLARIZADA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,116,42,74,116,42,74,20,4,16,0,0,0,8,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Chiapas
891,7,CHIAPAS,12,BERRIOZÁBAL,1,BERRIOZÁBAL,07MSU0090R,UNIVERSIDAD DEL SURESTE,07PSU0226L,CENTRO DE ESTUDIOS UNIVERSITARIOS DEL SURESTE,2,PRIVADO,1,PRIVADO,NINGUNO CARRETERA ESTATAL TUXTLA GUTIERREZ - OCOZOCOAUTLA KILOMETRO 142 MARGEN DERECHO 0,ESCOLARIZADA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,59,29,30,59,29,30,0,0,0,0,0,0,11,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Chiapas
892,7,CHIAPAS,59,OCOSINGO,1,OCOSINGO,07MSU0090R,UNIVERSIDAD DEL SURESTE,07PSU0261R,UNIVERSIDAD DEL SURESTE PLANTEL OCOSINGO,2,PRIVADO,1,PRIVADO,CALLE SEGUNDA PONIENTE SUR 3,ESCOLARIZADA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9,9,0,9,9,0,0,0,0,0,0,0,15,8,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Chiapas
893,7,CHIAPAS,101,TUXTLA GUTIÉRREZ,1,TUXTLA GUTIÉRREZ,07MSU0092P,COLEGIO UNIVERSITARIO VERSALLES,07PSU0077U,COLEGIO UNIVERSITARIO VERSALLES,2,PRIVADO,1,PRIVADO,CALLE DECIMA SUR PONIENTE 748,ESCOLARIZADA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,4,2,2,1,1,2,2,0,2,2,0,5,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Chiapas
894,7,CHIAPAS,109,YAJALÓN,1,YAJALÓN,07MSU0092P,COLEGIO UNIVERSITARIO VERSALLES,07PSU0196H,COLEGIO UNIVERSITARIO VERSALLES PLANTEL YAJALON,2,PRIVADO,1,PRIVADO,CALLE PRIMERA AVENIDA SUR PONIENTE 56,ESCOLARIZADA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Chiapas
895,7,CHIAPAS,59,OCOSINGO,1,OCOSINGO,07MSU0092P,COLEGIO UNIVERSITARIO VERSALLES,07PSU0215F,COLEGIO UNIVERSITARIO VERSALLES PLANTEL OCOSINGO,2,PRIVADO,1,PRIVADO,CALLE CARRETERA FEDERAL OCOSINGO BONAMPAK 0,ESCOLARIZADA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Chiapas
896,7,CHIAPAS,78,SAN CRISTÓBAL DE LAS CASAS,1,SAN CRISTÓBAL DE LAS CASAS,07MSU0092P,COLEGIO UNIVERSITARIO VERSALLES,07PSU0218C,COLEGIO UNIVERSITARIO VERSALLES PLANTEL SAN CRISTOBAL,2,PRIVADO,1,PRIVADO,CALLE HERMANOS PINEDA 4,ESCOLARIZADA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,2,4,3,1,2,3,1,2,3,1,2,2,0,2,,Chiapas
897,7,CHIAPAS,86,SUCHIAPA,1,SUCHIAPA,07MSU0093O,UNIVERSIDAD POLITECNICA DE CHIAPAS,07EPO0001R,UNIVERSIDAD POLITECNICA DE CHIAPAS,1,PÚBLICO,2,ESTATAL,NINGUNO CARRETERA TUXTLA GUTIERREZ - PORTILLO ZARAGOZA 21 KILOMETRO MAS 500 METROS 0,ESCOLARIZADA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3078,2146,932,735,527,208,529,374,155,0,0,0,150,91,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,25,18,7,12,10,2,8,6,2,0,0,0,15,10,5,,Chiapas
898,7,CHIAPAS,108,VILLAFLORES,1,VILLAFLORES,07MSU0094N,CENTRO DE ESTUDIOS SUPERIORES FRAILESCA,07PSU0078T,CENTRO DE ESTUDIOS SUPERIORES FRAILESCA,2,PRIVADO,1,PRIVADO,CALZADA DE LOS MAESTROS KILOMETRO 1.8 0,ESCOLARIZADA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,183,82,101,83,37,46,40,20,20,0,0,0,18,11,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Chiapas
899,7,CHIAPAS,101,TUXTLA GUTIÉRREZ,1,TUXTLA GUTIÉRREZ,07MSU0095M,INSTITUTO HISPANO JAIME SABINES,07PSU0079S,INSTITUTO HISPANO JAIME SABINES,2,PRIVADO,1,PRIVADO,CALLEJÓN LA SALLE 800,ESCOLARIZADA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,108,33,75,14,6,8,47,14,33,0,0,0,17,9,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Chiapas
900,7,CHIAPAS,78,SAN CRISTÓBAL DE LAS CASAS,1,SAN CRISTÓBAL DE LAS CASAS,07MSU0096L,CENTRO DE ESTUDIOS UNIVERSITARIOS DE CHIAPAS,07PSU0080H,CENTRO DE ESTUDIOS UNIVERSITARIOS DE CHIAPAS,2,PRIVADO,1,PRIVADO,CALLE FRANCISCO LEON 32,ESCOLARIZADA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,223,91,132,67,29,38,32,13,19,9,5,4,13,6,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Chiapas
901,7,CHIAPAS,69,PIJIJIAPAN,1,PIJIJIAPAN,07MSU0097K,UNIVERSIDAD DEL SURESTE DE MEXICO,07PSU0081G,UNIVERSIDAD DEL SURESTE DE MEXICO,2,PRIVADO,1,PRIVADO,CALLE TERCERA PONIENTE NORTE 0,ESCOLARIZADA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,134,43,91,61,23,38,42,19,23,17,6,11,31,21,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Chiapas
902,7,CHIAPAS,78,SAN CRISTÓBAL DE LAS CASAS,1,SAN CRISTÓBAL DE LAS CASAS,07MSU0098J,UNIVERSIDAD INTERCULTURAL DE CHIAPAS,07EIU0001S,UNIVERSIDAD INTERCULTURAL DE CHIAPAS,1,PÚBLICO,2,ESTATAL,CALLE CORRAL DE PIEDRA 2 0,ESCOLARIZADA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1346,591,755,290,124,166,203,102,101,156,79,77,130,65,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,24,10,14,12,7,5,0,0,0,0,0,0,14,10,4,,Chiapas
903,7,CHIAPAS,109,YAJALÓN,1,YAJALÓN,07MSU0098J,UNIVERSIDAD INTERCULTURAL DE CHIAPAS,07EIU0002R,UNIVERSIDAD INTERCULTURAL DE CHIAPAS SEDE YAJALON,1,PÚBLICO,2,ESTATAL,CALZADA LINDA VISTA 1,ESCOLARIZADA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,299,129,170,155,72,83,9,2,7,5,4,1,24,9,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Chiapas
904,7,CHIAPAS,52,LAS MARGARITAS,1,LAS MARGARITAS,07MSU0098J,UNIVERSIDAD INTERCULTURAL DE CHIAPAS,07EIU0003Q,UNIVERSIDAD INTERCULTURAL DE CHIAPAS SEDE LAS MARGARITAS,1,PÚBLICO,2,ESTATAL,CALLE CUARTA AVENIDA NORTE ORIENTE 9,ESCOLARIZADA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,132,55,77,63,24,39,45,22,23,7,4,3,24,15,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Chiapas
905,7,CHIAPAS,64,OXCHUC,1,OXCHUC,07MSU0098J,UNIVERSIDAD INTERCULTURAL DE CHIAPAS,07EIU0004P,UNIVERSIDAD INTERCULTURAL DE CHIAPAS SEDE OXCHUC,1,PÚBLICO,2,ESTATAL,CAMINO PIEDRA ESCRITA  0,ESCOLARIZADA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,294,145,149,107,46,61,14,6,8,12,5,7,22,12,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Chiapas
906,7,CHIAPAS,77,SALTO DE AGUA,1,SALTO DE AGUA,07MSU0098J,UNIVERSIDAD INTERCULTURAL DE CHIAPAS,07EIU0005O,UNIDAD ACADEMICA MULTIDISCIPLINARIA VALLE DEL TULIJA,1,PÚBLICO,2,ESTATAL,CALLE ZARAGOZA 0,ESCOLARIZADA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,26,6,20,0,0,0,5,1,4,10,3,7,11,4,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Chiapas
907,7,CHIAPAS,101,TUXTLA GUTIÉRREZ,1,TUXTLA GUTIÉRREZ,07MSU0100H,CENTRO DE ESTUDIOS PROFESIONALES DEL GRIJALVA,07PSU0085C,CENTRO DE ESTUDIOS PROFESIONALES DEL GRIJALVA,2,PRIVADO,1,PRIVADO,BOULEVARD ANGEL ALBINO CORZO 1089,ESCOLARIZADA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,74,16,58,64,12,52,4,2,2,0,0,0,6,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Chiapas
908,7,CHIAPAS,65,PALENQUE,1,PALENQUE,07MSU0100H,CENTRO DE ESTUDIOS PROFESIONALES DEL GRIJALVA,07PSU0086B,CENTRO DE ESTUDIOS PROFESIONALES DEL GRIJALVA,2,PRIVADO,1,PRIVADO,PRIVADA DEL ESCRIBA CARRETERA CATAZAJA-OCOSINGO 0,ESCOLARIZADA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,79,23,56,29,7,22,41,10,31,42,15,27,11,4,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,0,8,0,0,0,22,4,18,22,4,18,3,2,1,,Chiapas
909,7,CHIAPAS,78,SAN CRISTÓBAL DE LAS CASAS,1,SAN CRISTÓBAL DE LAS CASAS,07MSU0100H,CENTRO DE ESTUDIOS PROFESIONALES DEL GRIJALVA,07PSU0103B,CENTRO DE ESTUDIOS PROFESIONALES DEL GRIJALVA,2,PRIVADO,1,PRIVADO,CALLE BRASIL 35,ESCOLARIZADA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Chiapas
910,7,CHIAPAS,74,REFORMA,1,REFORMA,07MSU0100H,CENTRO DE ESTUDIOS PROFESIONALES DEL GRIJALVA,07PSU0160T,CENTRO DE ESTUDIOS PROFESIONALES DEL GRIJALVA,2,PRIVADO,1,PRIVADO,RETORNO 11 COLONIA OSCAR TORRES PANCARDO 0,ESCOLARIZADA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Chiapas
911,7,CHIAPAS,89,TAPACHULA,1,TAPACHULA DE CÓRDOVA Y ORDÓÑEZ,07MSU0101G,CENTRO UNIVERSITARIO EN FORMACION ARTISTICA,07PSU0089Z,CENTRO UNIVERSITARIO EN FORMACION ARTISTICA,2,PRIVADO,1,PRIVADO,AVENIDA SEGUNDA NORTE 0,ESCOLARIZADA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,38,18,20,10,5,5,28,23,5,0,0,0,14,8,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Chiapas
912,7,CHIAPAS,101,TUXTLA GUTIÉRREZ,1,TUXTLA GUTIÉRREZ,07MSU0102F,UNIVERSIDAD DE CIENCIA Y TECNOLOGIA DESCARTES,07PSU0090O,UNIVERSIDAD DE CIENCIA Y TECNOLOGIA DESCARTES,2,PRIVADO,1,PRIVADO,AVENIDA EL CIPRÉS 480,ESCOLARIZADA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,29,10,19,13,5,8,11,5,6,0,0,0,26,16,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Chiapas
913,7,CHIAPAS,101,TUXTLA GUTIÉRREZ,1,TUXTLA GUTIÉRREZ,07MSU0103E,CENTRO INTERAMERICANO DE ESTUDIOS SUPERIORES EVANGELII NUNTIANDI,07PSU0091N,CENTRO INTERAMERICANO DE ESTUDIOS SUPERIORES EVANGELII NUNTIANDI,2,PRIVADO,1,PRIVADO,PROLONGACIÓN CALZADA MACTUMATZA 0,ESCOLARIZADA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Chiapas
914,7,CHIAPAS,89,TAPACHULA,1,TAPACHULA DE CÓRDOVA Y ORDÓÑEZ,07MSU0104D,INSTITUTO UNIVERSITARIO DE MEXICO,07PSU0093L,INSTITUTO UNIVERSITARIO DE MEXICO,2,PRIVADO,1,PRIVADO,CALLE CARRETERA FEDERAL TAPACHULA-PUERTO MADERO KILOMETRO 7 0,ESCOLARIZADA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,246,73,173,141,43,98,50,18,32,200,75,125,10,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Chiapas
915,7,CHIAPAS,78,SAN CRISTÓBAL DE LAS CASAS,1,SAN CRISTÓBAL DE LAS CASAS,07MSU0105C,INSTITUTO UNIVERSITARIO DE ESTUDIOS MEXICO PLANTEL SAN CRISTOBAL,07PSU0095J,INSTITUTO UNIVERSITARIO DE ESTUDIOS MEXICO PLANTEL SAN CRISTOBAL,2,PRIVADO,1,PRIVADO,AVENIDA DIEGO DE MAZARIEGOS 80,ESCOLARIZADA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,16,8,8,10,5,5,0,0,0,0,0,0,8,4,4,,Chiapas
916,7,CHIAPAS,19,COMITÁN DE DOMÍNGUEZ,1,COMITÁN DE DOMÍNGUEZ,07MSU0105C,INSTITUTO UNIVERSITARIO DE ESTUDIOS MEXICO PLANTEL SAN CRISTOBAL,07PSU0096I,INSTITUTO UNIVERSITARIO DE ESTUDIOS MEXICO PLANTEL COMITAN,2,PRIVADO,1,PRIVADO,CALLE PRIMERA PONIENTE NORTE 76,ESCOLARIZADA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,15,7,8,15,7,8,0,0,0,0,0,0,2,1,1,,Chiapas
917,7,CHIAPAS,59,OCOSINGO,1,OCOSINGO,07MSU0105C,INSTITUTO UNIVERSITARIO DE ESTUDIOS MEXICO PLANTEL SAN CRISTOBAL,07PSU0098G,INSTITUTO UNIVERSITARIO DE ESTUDIOS MEXICO PLANTEL OCOSINGO,2,PRIVADO,1,PRIVADO,PERIFÉRICO ORIENTE SUR 15,ESCOLARIZADA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,2,4,6,2,4,0,0,0,0,0,0,6,3,3,,Chiapas
918,7,CHIAPAS,101,TUXTLA GUTIÉRREZ,1,TUXTLA GUTIÉRREZ,07MSU0105C,INSTITUTO UNIVERSITARIO DE ESTUDIOS MEXICO PLANTEL SAN CRISTOBAL,07PSU0116F,INSTITUTO UNIVERSITARIO DE ESTUDIOS MEXICO PLANTEL TUXTLA,2,PRIVADO,1,PRIVADO,CALLE TERCERA NORTE PONIENTE 336,ESCOLARIZADA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,15,6,9,15,6,9,0,0,0,0,0,0,8,5,3,,Chiapas
919,7,CHIAPAS,107,VILLA CORZO,200,REVOLUCIÓN MEXICANA,07MSU0105C,INSTITUTO UNIVERSITARIO DE ESTUDIOS MEXICO PLANTEL SAN CRISTOBAL,07PSU0139Q,INSTITUTO UNIVERSITARIO DE ESTUDIOS DE MEXICO PLANTEL REVOLUCION MEXICANA,2,PRIVADO,1,PRIVADO,CALLE PRIMERA ORIENTE NORTENUM.525 0,ESCOLARIZADA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Chiapas
920,7,CHIAPAS,89,TAPACHULA,1,TAPACHULA DE CÓRDOVA Y ORDÓÑEZ,07MSU0106B,ESCUELA SUPERIOR DE TAPACHULA,07PSU0097H,ESCUELA SUPERIOR DE TAPACHULA,2,PRIVADO,1,PRIVADO,CALLE TERCERA AVENIDA SUR 37,ESCOLARIZADA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Chiapas
921,7,CHIAPAS,15,CACAHOATÁN,1,CACAHOATÁN,07MSU0106B,ESCUELA SUPERIOR DE TAPACHULA,07PSU0183D,ESCUELA SUPERIOR DE TAPACHULA PLANTEL CACAHOATAN,2,PRIVADO,1,PRIVADO,CALLE PRIMERA AVENIDA SUR 15,ESCOLARIZADA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Chiapas
922,7,CHIAPAS,101,TUXTLA GUTIÉRREZ,1,TUXTLA GUTIÉRREZ,07MSU0109Z,INSTITUTO DE ESTUDIOS SUPERIORES BENITO JUAREZ GARCIA,07PSU0101D,INSTITUTO DE ESTUDIOS SUPERIORES BENITO JUAREZ GARCIA,2,PRIVADO,1,PRIVADO,CALLE QUINTA NORTE PONIENTE 116,ESCOLARIZADA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,25,15,10,25,15,10,0,0,0,0,0,0,4,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Chiapas
923,7,CHIAPAS,74,REFORMA,1,REFORMA,07MSU0109Z,INSTITUTO DE ESTUDIOS SUPERIORES BENITO JUAREZ GARCIA,07PSU0117E,INSTITUTO DE ESTUDIOS SUPERIORES BENITO JUAREZ GARCIA,2,PRIVADO,1,PRIVADO,AVENIDA ADOLFO LOPEZ MATEOS 148,ESCOLARIZADA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Chiapas
924,7,CHIAPAS,78,SAN CRISTÓBAL DE LAS CASAS,1,SAN CRISTÓBAL DE LAS CASAS,07MSU0110O,CENTRO UNIVERSITARIO SAN MARCOS,07PSU0102C,CENTRO UNIVERSITARIO SAN MARCOS,2,PRIVADO,1,PRIVADO,CALLE RAMON CORONA 88,ESCOLARIZADA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,51,21,30,25,10,15,11,4,7,2,1,1,16,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Chiapas
925,7,CHIAPAS,108,VILLAFLORES,1,VILLAFLORES,07MSU0112M,INSTITUTO DE ESTUDIOS SUPERIORES METROPOLITANO,07PSU0106Z,INSTITUTO DE ESTUDIOS SUPERIORES METROPOLITANO,2,PRIVADO,1,PRIVADO,CALLE TERCERA SUR 26,ESCOLARIZADA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Chiapas
926,7,CHIAPAS,68,PICHUCALCO,1,PICHUCALCO,07MSU0113L,INSTITUTO SUPERIOR LEUZAGI,07PSU0105Z,INSTITUTO SUPERIOR LEUZAGI,2,PRIVADO,1,PRIVADO,CALLE INDEPENDENCIA 5,ESCOLARIZADA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,42,12,30,18,5,13,7,4,3,7,1,6,10,7,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Chiapas
927,7,CHIAPAS,78,SAN CRISTÓBAL DE LAS CASAS,1,SAN CRISTÓBAL DE LAS CASAS,07MSU0114K,UNIVERSIDAD JOSE VASCONCELOS,07PSU0107Y,UNIVERSIDAD JOSE VASCONCELOS,2,PRIVADO,1,PRIVADO,CALLE MIGUEL ALEMÁN 23,ESCOLARIZADA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,152,69,83,47,16,31,61,28,33,34,16,18,33,18,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Chiapas
928,7,CHIAPAS,101,TUXTLA GUTIÉRREZ,1,TUXTLA GUTIÉRREZ,07MSU0115J,INSTITUTO DE FORMACION POLICIAL,07PSU0108X,INSTITUTO DE FORMACION POLICIAL,2,PRIVADO,1,PRIVADO,CALZADA DE LA ACADEMIA DE POLICIA 0,ESCOLARIZADA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Chiapas
